id,edad,nivel_edu,ingreso_mensual,sexo,anios_esc
7854,44,Secundaria completa,1290,Mujer,9
7855,64,Medio superior y superior,58333,Hombre,16
7856,40,Prrimaria completa,6450,Mujer,6
7857,22,Secundaria completa,9460,Hombre,10
7858,70,Primaria incompleta,2500,Hombre,5
7859,37,Primaria incompleta,3010,Mujer,0
7860,54,Primaria incompleta,6450,Hombre,3
7861,31,Prrimaria completa,4730,Mujer,6
7862,42,Prrimaria completa,6450,Hombre,6
7863,49,Secundaria completa,7500,Hombre,9
7864,57,Medio superior y superior,10000,Hombre,16
7865,29,Secundaria completa,8600,Hombre,9
7866,16,Secundaria completa,6450,Hombre,9
7867,48,Secundaria completa,7525,Mujer,9
7868,35,Prrimaria completa,17200,Hombre,6
7869,56,Prrimaria completa,8600,Hombre,6
7870,24,Medio superior y superior,5160,Hombre,16
7871,40,Secundaria completa,4500,Mujer,9
7872,48,Primaria incompleta,1720,Mujer,0
7873,39,Medio superior y superior,20000,Hombre,16
7874,42,Secundaria completa,2150,Mujer,9
7875,35,Secundaria completa,6020,Mujer,9
7876,47,Secundaria completa,9000,Hombre,9
7877,52,Secundaria completa,1800,Mujer,9
7878,37,Medio superior y superior,20000,Hombre,17
7879,27,Medio superior y superior,6450,Hombre,17
7880,69,Primaria incompleta,5160,Hombre,2
7881,54,Secundaria completa,6450,Hombre,9
7882,32,Medio superior y superior,30000,Hombre,17
7883,29,Secundaria completa,2150,Mujer,9
7884,21,Medio superior y superior,1075,Mujer,13
7885,34,Medio superior y superior,9000,Mujer,12
7886,34,Primaria incompleta,1032,Mujer,0
7887,56,Medio superior y superior,12900,Hombre,12
7888,16,Secundaria completa,8600,Hombre,9
7889,19,Secundaria completa,3870,Hombre,9
7890,60,Prrimaria completa,2150,Hombre,6
7891,49,Medio superior y superior,7000,Hombre,17
7892,50,Medio superior y superior,8170,Hombre,17
7893,36,Secundaria completa,6020,Hombre,9
7894,56,Medio superior y superior,24000,Hombre,16
7895,52,Medio superior y superior,9200,Mujer,16
7896,50,Prrimaria completa,3000,Hombre,6
7897,40,Medio superior y superior,5000,Hombre,12
7898,53,Secundaria completa,6450,Hombre,9
7899,29,Secundaria completa,20000,Mujer,9
7900,62,Primaria incompleta,4500,Mujer,1
7901,42,Secundaria completa,7000,Mujer,9
7902,44,Medio superior y superior,10750,Hombre,17
7903,32,Medio superior y superior,30000,Hombre,16
7904,41,Secundaria completa,8600,Hombre,9
7905,24,Medio superior y superior,10566,Mujer,16
7906,41,Secundaria completa,5160,Mujer,9
7907,46,Secundaria completa,25800,Hombre,9
7908,30,Prrimaria completa,4500,Hombre,6
7909,47,Primaria incompleta,8600,Hombre,2
7910,36,Prrimaria completa,4300,Mujer,6
7911,18,Secundaria completa,6020,Hombre,11
7912,21,Secundaria completa,3800,Mujer,9
7913,39,Secundaria completa,12040,Hombre,9
7914,26,Medio superior y superior,1290,Mujer,16
7915,66,Primaria incompleta,3010,Hombre,0
7916,24,Medio superior y superior,13000,Hombre,17
7917,30,Secundaria completa,1677,Hombre,9
7918,17,Secundaria completa,5160,Mujer,9
7919,51,Prrimaria completa,12900,Hombre,6
7920,44,Secundaria completa,13760,Hombre,9
7921,48,Secundaria completa,10000,Mujer,12
7922,38,Medio superior y superior,14000,Hombre,17
7923,42,Medio superior y superior,1600,Mujer,12
7924,54,Prrimaria completa,3870,Hombre,6
7925,26,Medio superior y superior,6450,Hombre,12
7926,37,Secundaria completa,3440,Hombre,9
7927,35,Secundaria completa,2064,Mujer,9
7928,21,Secundaria completa,6450,Hombre,11
7929,18,Medio superior y superior,1290,Mujer,12
7930,49,Prrimaria completa,19350,Hombre,6
7931,22,Secundaria completa,1290,Mujer,9
7932,60,Primaria incompleta,6000,Hombre,2
7933,47,Secundaria completa,3225,Hombre,12
7934,53,Medio superior y superior,10000,Mujer,17
7935,44,Medio superior y superior,17200,Hombre,16
7936,14,Prrimaria completa,1290,Hombre,6
7937,28,Secundaria completa,12000,Hombre,9
7938,33,Secundaria completa,3354,Mujer,9
7939,56,Secundaria completa,5160,Hombre,9
7940,33,Medio superior y superior,8600,Hombre,12
7941,83,Primaria incompleta,3000,Hombre,4
7942,39,Medio superior y superior,15200,Mujer,17
7943,39,Secundaria completa,4300,Hombre,9
7944,54,Medio superior y superior,10000,Mujer,16
7945,66,Primaria incompleta,3440,Hombre,0
7946,68,Secundaria completa,4730,Hombre,9
7947,30,Medio superior y superior,5000,Mujer,18
7948,27,Medio superior y superior,10000,Hombre,17
7949,30,Medio superior y superior,12900,Mujer,15
7950,55,Secundaria completa,5160,Mujer,9
7951,40,Prrimaria completa,3600,Mujer,6
7952,37,Secundaria completa,12040,Hombre,9
7953,59,Primaria incompleta,8600,Mujer,0
7954,59,Secundaria completa,4000,Hombre,9
7955,30,Medio superior y superior,5160,Mujer,16
7956,32,Secundaria completa,6880,Hombre,9
7957,45,Secundaria completa,3440,Mujer,9
7958,36,Medio superior y superior,11180,Hombre,16
7959,43,Prrimaria completa,5160,Hombre,6
7960,30,Medio superior y superior,20000,Hombre,17
7961,45,Secundaria completa,1290,Mujer,9
7962,59,Prrimaria completa,6450,Hombre,6
7963,25,Medio superior y superior,9000,Mujer,17
7964,20,Secundaria completa,7740,Hombre,9
7965,43,Medio superior y superior,14000,Hombre,15
7966,20,Primaria incompleta,5160,Hombre,5
7967,18,Prrimaria completa,4300,Hombre,6
7968,29,Secundaria completa,9890,Hombre,9
7969,16,Secundaria completa,2580,Hombre,9
7970,19,Secundaria completa,5160,Mujer,9
7971,47,Secundaria completa,1000,Mujer,9
7972,15,Secundaria completa,1720,Hombre,9
7973,32,Secundaria completa,3870,Mujer,9
7974,34,Prrimaria completa,5160,Hombre,6
7975,42,Secundaria completa,3440,Mujer,9
7976,89,Prrimaria completa,3000,Mujer,6
7977,50,Secundaria completa,6000,Hombre,9
7978,18,Secundaria completa,6020,Hombre,9
7979,26,Primaria incompleta,8600,Hombre,4
7980,61,Prrimaria completa,6450,Mujer,6
7981,37,Secundaria completa,6000,Hombre,9
7982,58,Prrimaria completa,6450,Mujer,6
7983,33,Primaria incompleta,1290,Mujer,0
7984,26,Medio superior y superior,3010,Hombre,16
7985,69,Secundaria completa,4300,Hombre,9
7986,17,Secundaria completa,3440,Mujer,9
7987,27,Medio superior y superior,1167,Hombre,12
7988,21,Prrimaria completa,6450,Hombre,6
7989,26,Medio superior y superior,8000,Hombre,17
7990,67,Secundaria completa,13000,Mujer,11
7991,26,Medio superior y superior,6450,Hombre,12
7992,40,Secundaria completa,4300,Hombre,9
7993,36,Medio superior y superior,17000,Hombre,18
7994,57,Prrimaria completa,2150,Mujer,6
7995,74,Primaria incompleta,3000,Mujer,4
7996,30,Secundaria completa,3870,Hombre,10
7997,49,Secundaria completa,10750,Hombre,11
7998,42,Primaria incompleta,8600,Hombre,2
7999,27,Medio superior y superior,10750,Hombre,17
8000,25,Prrimaria completa,5590,Hombre,6
8001,56,Prrimaria completa,5160,Hombre,6
8002,23,Prrimaria completa,2000,Mujer,8
8003,36,Medio superior y superior,12900,Mujer,17
8004,32,Secundaria completa,4773,Mujer,9
8005,32,Medio superior y superior,9460,Hombre,12
8006,46,Secundaria completa,6000,Hombre,9
8007,26,Medio superior y superior,1548,Mujer,12
8008,46,Secundaria completa,5590,Hombre,9
8009,30,Medio superior y superior,12000,Hombre,17
8010,30,Medio superior y superior,4300,Mujer,15
8011,34,Secundaria completa,4300,Mujer,9
8012,26,Primaria incompleta,1720,Hombre,5
8013,25,Secundaria completa,4300,Mujer,10
8014,47,Medio superior y superior,8000,Hombre,16
8015,15,Prrimaria completa,2580,Hombre,8
8016,72,Primaria incompleta,4300,Hombre,2
8017,43,Secundaria completa,7740,Mujer,9
8018,58,Secundaria completa,4500,Hombre,9
8019,60,Secundaria completa,4000,Hombre,9
8020,25,Medio superior y superior,10750,Hombre,17
8021,52,Secundaria completa,10750,Hombre,9
8022,26,Medio superior y superior,6880,Hombre,12
8023,53,Prrimaria completa,10320,Hombre,7
8024,23,Medio superior y superior,3225,Hombre,12
8025,37,Medio superior y superior,9000,Mujer,16
8026,21,Secundaria completa,6450,Hombre,9
8027,66,Primaria incompleta,7740,Hombre,3
8028,35,Secundaria completa,7740,Hombre,9
8029,29,Medio superior y superior,12000,Mujer,15
8030,45,Secundaria completa,12900,Hombre,9
8031,63,Primaria incompleta,6450,Hombre,1
8032,51,Medio superior y superior,9000,Mujer,15
8033,22,Secundaria completa,4300,Hombre,9
8034,36,Secundaria completa,7740,Hombre,9
8035,25,Secundaria completa,8600,Hombre,9
8036,51,Secundaria completa,3440,Hombre,10
8037,60,Secundaria completa,2000,Hombre,9
8038,48,Primaria incompleta,9030,Hombre,3
8039,28,Medio superior y superior,2150,Mujer,12
8040,36,Secundaria completa,8600,Hombre,9
8041,40,Medio superior y superior,8000,Mujer,16
8042,21,Secundaria completa,4300,Hombre,9
8043,52,Primaria incompleta,1935,Mujer,0
8044,25,Medio superior y superior,8800,Hombre,15
8045,35,Primaria incompleta,8600,Hombre,0
8046,41,Medio superior y superior,8600,Hombre,12
8047,15,Prrimaria completa,2580,Hombre,8
8048,28,Medio superior y superior,40000,Mujer,16
8049,48,Medio superior y superior,6450,Hombre,12
8050,66,Secundaria completa,1075,Mujer,12
8051,41,Secundaria completa,4300,Hombre,9
8052,41,Secundaria completa,6450,Hombre,9
8053,58,Medio superior y superior,12900,Hombre,16
8054,34,Medio superior y superior,6000,Hombre,16
8055,70,Secundaria completa,2150,Hombre,9
8056,16,Secundaria completa,1720,Hombre,9
8057,54,Primaria incompleta,4300,Mujer,5
8058,18,Secundaria completa,11180,Mujer,9
8059,35,Secundaria completa,5160,Mujer,9
8060,55,Secundaria completa,2000,Mujer,9
8061,38,Prrimaria completa,5160,Hombre,6
8062,21,Medio superior y superior,3440,Mujer,13
8063,37,Medio superior y superior,19350,Hombre,12
8064,25,Secundaria completa,6450,Hombre,9
8065,17,Secundaria completa,4300,Hombre,9
8066,28,Medio superior y superior,2580,Hombre,12
8067,59,Secundaria completa,14000,Mujer,12
8068,77,Primaria incompleta,1290,Hombre,0
8069,39,Prrimaria completa,5160,Mujer,6
8070,27,Medio superior y superior,15000,Hombre,17
8071,59,Secundaria completa,5160,Hombre,9
8072,24,Medio superior y superior,3870,Hombre,12
8073,64,Primaria incompleta,3000,Mujer,0
8074,54,Primaria incompleta,6020,Hombre,3
8075,45,Secundaria completa,3440,Hombre,9
8076,31,Medio superior y superior,11000,Mujer,17
8077,48,Secundaria completa,10750,Hombre,10
8078,28,Medio superior y superior,10000,Mujer,12
8079,30,Secundaria completa,3225,Mujer,9
8080,21,Medio superior y superior,5160,Mujer,12
8081,49,Secundaria completa,12900,Mujer,9
8082,40,Prrimaria completa,5590,Hombre,6
8083,29,Secundaria completa,5160,Hombre,9
8084,55,Secundaria completa,6450,Hombre,9
8085,52,Primaria incompleta,6450,Mujer,0
8086,41,Prrimaria completa,17200,Hombre,6
8087,29,Medio superior y superior,22000,Hombre,16
8088,60,Secundaria completa,4300,Mujer,9
8089,19,Secundaria completa,4300,Mujer,11
8090,51,Secundaria completa,16000,Hombre,9
8091,29,Primaria incompleta,12470,Hombre,5
8092,33,Secundaria completa,4300,Mujer,9
8093,39,Secundaria completa,6020,Mujer,9
8094,61,Secundaria completa,2150,Mujer,9
8095,19,Medio superior y superior,12040,Hombre,12
8096,36,Medio superior y superior,16000,Hombre,18
8097,29,Secundaria completa,25800,Hombre,9
8098,37,Prrimaria completa,3870,Mujer,6
8099,64,Medio superior y superior,20000,Hombre,17
8100,36,Medio superior y superior,8600,Mujer,12
8101,40,Medio superior y superior,16000,Hombre,16
8102,68,Prrimaria completa,4300,Mujer,6
8103,39,Secundaria completa,4000,Hombre,9
8104,58,Secundaria completa,2580,Hombre,9
8105,17,Secundaria completa,3010,Mujer,9
8106,41,Secundaria completa,6450,Mujer,9
8107,44,Medio superior y superior,10000,Hombre,17
8108,26,Medio superior y superior,10000,Hombre,17
8109,51,Medio superior y superior,12000,Hombre,12
8110,44,Primaria incompleta,6450,Mujer,0
8111,61,Prrimaria completa,4300,Mujer,6
8112,37,Secundaria completa,6020,Mujer,9
8113,48,Secundaria completa,5160,Hombre,10
8114,36,Medio superior y superior,14000,Mujer,16
8115,22,Secundaria completa,6450,Hombre,10
8116,60,Secundaria completa,4500,Mujer,9
8117,33,Medio superior y superior,10000,Hombre,12
8118,38,Prrimaria completa,6450,Hombre,6
8119,44,Primaria incompleta,1935,Mujer,0
8120,56,Secundaria completa,4300,Hombre,9
8121,14,Prrimaria completa,1505,Hombre,7
8122,54,Prrimaria completa,5160,Hombre,7
8123,49,Prrimaria completa,7740,Hombre,7
8124,46,Prrimaria completa,8600,Hombre,6
8125,49,Medio superior y superior,4300,Hombre,17
8126,29,Secundaria completa,3121,Hombre,9
8127,54,Medio superior y superior,8000,Hombre,14
8128,62,Prrimaria completa,3440,Mujer,6
8129,26,Medio superior y superior,8600,Hombre,17
8130,20,Medio superior y superior,3000,Hombre,12
8131,29,Medio superior y superior,14000,Hombre,16
8132,38,Medio superior y superior,20000,Mujer,17
8133,57,Prrimaria completa,5160,Mujer,6
8134,33,Secundaria completa,8240,Mujer,10
8135,50,Prrimaria completa,6000,Mujer,6
8136,58,Primaria incompleta,1720,Mujer,3
8137,28,Medio superior y superior,8385,Hombre,12
8138,17,Prrimaria completa,2580,Hombre,6
8139,46,Prrimaria completa,4300,Mujer,6
8140,31,Medio superior y superior,3000,Mujer,17
8141,47,Medio superior y superior,17200,Hombre,16
8142,43,Medio superior y superior,11200,Hombre,16
8143,16,Secundaria completa,6450,Hombre,9
8144,31,Medio superior y superior,8600,Hombre,17
8145,65,Primaria incompleta,6450,Hombre,2
8146,50,Secundaria completa,6450,Hombre,9
8147,28,Secundaria completa,9000,Hombre,9
8148,35,Secundaria completa,10320,Hombre,9
8149,40,Secundaria completa,2500,Hombre,9
8150,54,Medio superior y superior,1290,Mujer,12
8151,61,Secundaria completa,2000,Hombre,9
8152,54,Secundaria completa,3784,Mujer,9
8153,27,Secundaria completa,6450,Mujer,9
8154,26,Prrimaria completa,8600,Hombre,6
8155,36,Medio superior y superior,8000,Mujer,12
8156,25,Prrimaria completa,5160,Hombre,7
8157,40,Prrimaria completa,4300,Hombre,6
8158,44,Secundaria completa,10750,Hombre,9
8159,26,Secundaria completa,3096,Hombre,9
8160,69,Medio superior y superior,16000,Hombre,17
8161,39,Prrimaria completa,4730,Hombre,6
8162,56,Prrimaria completa,6020,Hombre,8
8163,59,Secundaria completa,5160,Hombre,9
8164,35,Prrimaria completa,3225,Hombre,7
8165,41,Medio superior y superior,12470,Hombre,16
8166,29,Prrimaria completa,3225,Hombre,6
8167,46,Secundaria completa,6020,Hombre,9
8168,54,Medio superior y superior,40000,Hombre,15
8169,13,Prrimaria completa,4500,Hombre,6
8170,55,Secundaria completa,14000,Hombre,9
8171,37,Secundaria completa,4300,Hombre,9
8172,22,Medio superior y superior,2150,Mujer,12
8173,35,Secundaria completa,8600,Mujer,11
8174,54,Secundaria completa,10000,Hombre,9
8175,23,Prrimaria completa,9030,Hombre,6
8176,44,Medio superior y superior,4600,Mujer,12
8177,44,Prrimaria completa,2150,Hombre,6
8178,28,Medio superior y superior,10000,Mujer,16
8179,51,Secundaria completa,12900,Hombre,9
8180,36,Medio superior y superior,1290,Hombre,12
8181,53,Prrimaria completa,3225,Mujer,6
8182,36,Medio superior y superior,8000,Hombre,18
8183,35,Medio superior y superior,8000,Hombre,17
8184,66,Secundaria completa,10000,Hombre,12
8185,69,Prrimaria completa,5590,Hombre,6
8186,44,Medio superior y superior,14000,Mujer,12
8187,54,Secundaria completa,32000,Mujer,10
8188,61,Primaria incompleta,5160,Hombre,4
8189,33,Primaria incompleta,4300,Mujer,5
8190,15,Secundaria completa,6450,Mujer,9
8191,18,Secundaria completa,3870,Mujer,11
8192,59,Prrimaria completa,10500,Hombre,6
8193,31,Medio superior y superior,8600,Hombre,17
8194,48,Medio superior y superior,10000,Hombre,16
8195,42,Prrimaria completa,10000,Hombre,6
8196,58,Primaria incompleta,3010,Hombre,5
8197,23,Secundaria completa,4800,Mujer,12
8198,42,Medio superior y superior,4945,Hombre,12
8199,16,Secundaria completa,3600,Hombre,9
8200,46,Medio superior y superior,4000,Hombre,12
8201,26,Medio superior y superior,8600,Hombre,17
8202,52,Secundaria completa,6450,Hombre,9
8203,22,Secundaria completa,1000,Mujer,11
8204,51,Secundaria completa,30000,Hombre,11
8205,46,Secundaria completa,7740,Hombre,9
8206,36,Prrimaria completa,3870,Hombre,8
8207,61,Secundaria completa,3121,Mujer,12
8208,42,Prrimaria completa,2451,Mujer,6
8209,62,Prrimaria completa,1290,Mujer,6
8210,45,Secundaria completa,11000,Mujer,12
8211,26,Medio superior y superior,20000,Hombre,16
8212,45,Prrimaria completa,2580,Mujer,6
8213,59,Prrimaria completa,3440,Hombre,6
8214,59,Primaria incompleta,2700,Mujer,3
8215,33,Medio superior y superior,9000,Hombre,15
8216,37,Medio superior y superior,8000,Hombre,17
8217,55,Medio superior y superior,13000,Hombre,17
8218,27,Secundaria completa,6450,Hombre,10
8219,61,Medio superior y superior,20400,Hombre,17
8220,55,Secundaria completa,7740,Hombre,11
8221,38,Secundaria completa,5375,Mujer,9
8222,54,Primaria incompleta,4500,Hombre,5
8223,52,Medio superior y superior,12000,Mujer,16
8224,27,Medio superior y superior,12900,Hombre,12
8225,40,Medio superior y superior,12000,Hombre,16
8226,38,Prrimaria completa,12000,Hombre,6
8227,51,Secundaria completa,5590,Mujer,11
8228,57,Prrimaria completa,5160,Mujer,6
8229,37,Secundaria completa,6020,Hombre,9
8230,45,Medio superior y superior,4500,Mujer,12
8231,56,Primaria incompleta,6000,Mujer,3
8232,28,Medio superior y superior,5160,Hombre,12
8233,33,Prrimaria completa,3354,Hombre,6
8234,55,Medio superior y superior,3870,Mujer,12
8235,43,Secundaria completa,5590,Hombre,11
8236,25,Medio superior y superior,3800,Hombre,17
8237,22,Medio superior y superior,10000,Hombre,14
8238,56,Medio superior y superior,1505,Mujer,16
8239,38,Secundaria completa,3440,Mujer,9
8240,28,Secundaria completa,6450,Mujer,9
8241,56,Primaria incompleta,4300,Hombre,3
8242,40,Medio superior y superior,14000,Hombre,17
8243,38,Prrimaria completa,6450,Hombre,7
8244,50,Secundaria completa,6880,Mujer,9
8245,18,Secundaria completa,4730,Mujer,9
8246,31,Medio superior y superior,9000,Hombre,16
8247,39,Secundaria completa,5590,Hombre,9
8248,37,Prrimaria completa,4300,Hombre,6
8249,60,Secundaria completa,1548,Hombre,9
8250,19,Secundaria completa,3870,Hombre,9
8251,60,Secundaria completa,8000,Mujer,13
8252,38,Secundaria completa,3600,Hombre,9
8253,38,Medio superior y superior,8400,Hombre,16
8254,40,Medio superior y superior,3096,Hombre,12
8255,50,Secundaria completa,3440,Hombre,9
8256,34,Medio superior y superior,10000,Mujer,12
8257,23,Secundaria completa,4300,Hombre,9
8258,58,Medio superior y superior,6450,Hombre,12
8259,42,Prrimaria completa,6000,Hombre,8
8260,52,Secundaria completa,4300,Mujer,9
8261,12,Primaria incompleta,1720,Hombre,5
8262,38,Secundaria completa,2580,Mujer,9
